,Alameda County, California, Precipitation,Kings County, California, Precipitation,Placer County, California, Precipitation,Sierra County, California, Precipitation,Alpine County, California, Precipitation,Lake County, California, Precipitation,Plumas County, California, Precipitation,Siskiyou County, California, Precipitation,Amador County, California, Precipitation,Lassen County, California, Precipitation,Riverside County, California, Precipitation,Solano County, California, Precipitation,Butte County, California, Precipitation,Los Angeles County, California, Precipitation,Sacramento County, California, Precipitation,Sonoma County, California, Precipitation,Calaveras County, California, Precipitation,Madera County, California, Precipitation,San Benito County, California, Precipitation,Stanislaus County, California, Precipitation,Colusa County, California, Precipitation,Marin County, California, Precipitation,San Bernardino County, California, Precipitation,Sutter County, California, Precipitation,Contra Costa County, California, Precipitation,Mariposa County, California, Precipitation,San Diego County, California, Precipitation,Tehama County, California, Precipitation,Del Norte County, California, Precipitation,Mendocino County, California, Precipitation,San Francisco County, California, Precipitation,Trinity County, California, Precipitation,El Dorado County, California, Precipitation,Merced County, California, Precipitation,San Joaquin County, California, Precipitation,Tulare County, California, Precipitation,Fresno County, California, Precipitation,Modoc County, California, Precipitation,San Luis Obispo County, California, Precipitation,Tuolumne County, California, Precipitation,Glenn County, California, Precipitation,Mono County, California, Precipitation,San Mateo County, California, Precipitation,Ventura County, California, Precipitation,Humboldt County, California, Precipitation,Monterey County, California, Precipitation,Santa Barbara County, California, Precipitation,Yolo County, California, Precipitation,Imperial County, California, Precipitation,Napa County, California, Precipitation,Santa Clara County, California, Precipitation,Yuba County, California, Precipitation
184,201502,2.25,,201502,0.72,,201502,6.73,,201502,6.91,,201502,5.53,,201502,6.44,,201502,5.64,,201502,7.72,,201502,5.36,,201502,2.57,,201502,0.37,,201502,2.54,,201502,4.58,,201502,0.78,,201502,2.59,,201502,5.47,,201502,5.26,,201502,1.82,,201502,1.54,,201502,1.96,,201502,3.66,,201502,3.53,,201502,0.52,,201502,2.49,,201502,2.34,,201502,2.46,,201502,0.75,,201502,4.29,,201502,11.17,,201502,7.23,,201502,2.11,,201502,11.74,,201502,6.96,,201502,1.20,,201502,1.68,,201502,2.29,,201502,1.89,,201502,1.66,,201502,1.87,,201502,5.12,,201502,3.84,,201502,1.50,,201502,3.26,,201502,0.88,,201502,10.79,,201502,2.19,,201502,0.70,,201502,3.20,,201502,0.05,,201502,4.33,,201502,2.87,,201502,4.42,
185,201503,0.26,,201503,0.25,,201503,0.75,,201503,0.88,,201503,0.62,,201503,0.55,,201503,0.83,,201503,2.50,,201503,0.83,,201503,0.57,,201503,0.92,,201503,0.17,,201503,0.58,,201503,0.64,,201503,0.25,,201503,0.28,,201503,0.64,,201503,0.25,,201503,0.33,,201503,0.23,,201503,0.54,,201503,0.26,,201503,0.50,,201503,0.17,,201503,0.26,,201503,0.38,,201503,1.18,,201503,1.04,,201503,5.65,,201503,1.28,,201503,0.13,,201503,2.53,,201503,0.87,,201503,0.21,,201503,0.25,,201503,0.43,,201503,0.28,,201503,1.06,,201503,0.19,,201503,0.68,,201503,0.21,,201503,0.28,,201503,0.26,,201503,0.69,,201503,3.68,,201503,0.29,,201503,0.31,,201503,0.17,,201503,0.63,,201503,0.19,,201503,0.40,,201503,0.48,
186,201504,1.15,,201504,0.48,,201504,3.23,,201504,2.60,,201504,2.52,,201504,2.52,,201504,1.86,,201504,1.15,,201504,3.09,,201504,0.91,,201504,0.20,,201504,1.18,,201504,2.24,,201504,0.23,,201504,1.94,,201504,2.07,,201504,2.64,,201504,1.69,,201504,0.95,,201504,0.77,,201504,1.78,,201504,1.88,,201504,0.19,,201504,1.52,,201504,1.09,,201504,2.11,,201504,0.31,,201504,1.76,,201504,4.36,,201504,3.08,,201504,1.54,,201504,2.03,,201504,3.41,,201504,0.66,,201504,1.04,,201504,0.87,,201504,1.01,,201504,0.77,,201504,0.72,,201504,3.29,,201504,1.70,,201504,0.77,,201504,1.51,,201504,0.32,,201504,3.29,,201504,1.24,,201504,0.37,,201504,1.31,,201504,0.02,,201504,1.63,,201504,1.28,,201504,2.75,
187,201505,0.37,,201505,0.28,,201505,1.93,,201505,2.09,,201505,2.99,,201505,0.21,,201505,1.89,,201505,2.09,,201505,1.39,,201505,2.72,,201505,0.58,,201505,0.09,,201505,0.29,,201505,0.72,,201505,0.17,,201505,0.18,,201505,1.18,,201505,0.91,,201505,0.68,,201505,0.23,,201505,0.08,,201505,0.12,,201505,0.23,,201505,0.03,,201505,0.20,,201505,1.26,,201505,1.39,,201505,0.61,,201505,0.68,,201505,0.27,,201505,0.11,,201505,1.23,,201505,1.96,,201505,0.34,,201505,0.15,,201505,1.76,,201505,1.02,,201505,2.72,,201505,0.18,,201505,2.70,,201505,0.25,,201505,2.97,,201505,0.28,,201505,0.61,,201505,0.38,,201505,0.39,,201505,0.33,,201505,0.10,,201505,0.32,,201505,0.15,,201505,0.57,,201505,0.17,
188,201506,0.27,,201506,0.03,,201506,0.77,,201506,0.76,,201506,1.00,,201506,0.08,,201506,0.65,,201506,0.52,,201506,0.27,,201506,0.74,,201506,0.05,,201506,0.15,,201506,0.22,,201506,0.04,,201506,0.10,,201506,0.18,,201506,0.20,,201506,0.14,,201506,0.02,,201506,0.02,,201506,0.02,,201506,0.27,,201506,0.06,,201506,0.03,,201506,0.27,,201506,0.23,,201506,0.09,,201506,0.33,,201506,0.45,,201506,0.07,,201506,0.23,,201506,0.58,,201506,0.85,,201506,0.00,,201506,0.10,,201506,0.09,,201506,0.18,,201506,0.54,,201506,0.07,,201506,0.71,,201506,0.07,,201506,0.88,,201506,0.19,,201506,0.19,,201506,0.17,,201506,0.05,,201506,0.21,,201506,0.04,,201506,0.06,,201506,0.11,,201506,0.07,,201506,0.07,
189,201507,0.01,,201507,0.08,,201507,0.30,,201507,0.99,,201507,1.81,,201507,0.17,,201507,0.94,,201507,1.03,,201507,0.18,,201507,1.36,,201507,0.75,,201507,0.02,,201507,0.06,,201507,0.36,,201507,0.01,,201507,0.08,,201507,0.08,,201507,0.51,,201507,0.03,,201507,0.01,,201507,0.12,,201507,0.07,,201507,1.20,,201507,0.01,,201507,0.02,,201507,0.66,,201507,0.72,,201507,0.18,,201507,0.64,,201507,0.24,,201507,0.06,,201507,0.76,,201507,0.43,,201507,0.01,,201507,0.01,,201507,1.04,,201507,0.56,,201507,1.32,,201507,0.13,,201507,0.93,,201507,0.18,,201507,1.66,,201507,0.05,,201507,0.29,,201507,0.38,,201507,0.13,,201507,0.14,,201507,0.02,,201507,0.37,,201507,0.06,,201507,0.02,,201507,0.03,
190,201508,0.02,,201508,0.01,,201508,0.06,,201508,0.18,,201508,0.23,,201508,0.15,,201508,0.12,,201508,0.15,,201508,0.02,,201508,0.05,,201508,0.06,,201508,0.01,,201508,0.07,,201508,0.01,,201508,0.02,,201508,0.06,,201508,0.01,,201508,0.02,,201508,0.06,,201508,0.01,,201508,0.06,,201508,0.03,,201508,0.10,,201508,0.01,,201508,0.01,,201508,0.02,,201508,0.05,,201508,0.04,,201508,0.86,,201508,0.25,,201508,0.02,,201508,0.15,,201508,0.05,,201508,0.03,,201508,0.04,,201508,0.00,,201508,0.02,,201508,0.12,,201508,0.00,,201508,0.09,,201508,0.02,,201508,0.24,,201508,0.01,,201508,0.00,,201508,0.47,,201508,0.04,,201508,0.00,,201508,0.01,,201508,0.02,,201508,0.01,,201508,0.10,,201508,0.03,
191,201509,0.04,,201509,0.01,,201509,0.15,,201509,0.24,,201509,0.39,,201509,0.72,,201509,0.27,,201509,0.48,,201509,0.07,,201509,0.31,,201509,0.40,,201509,0.05,,201509,0.27,,201509,1.00,,201509,0.02,,201509,0.62,,201509,0.04,,201509,0.28,,201509,0.03,,201509,0.01,,201509,0.10,,201509,0.27,,201509,0.33,,201509,0.04,,201509,0.04,,201509,0.13,,201509,0.91,,201509,0.40,,201509,1.05,,201509,0.93,,201509,0.08,,201509,0.76,,201509,0.11,,201509,0.01,,201509,0.01,,201509,0.12,,201509,0.16,,201509,0.62,,201509,0.05,,201509,0.18,,201509,0.23,,201509,0.29,,201509,0.04,,201509,0.53,,201509,0.62,,201509,0.04,,201509,0.10,,201509,0.06,,201509,0.10,,201509,0.28,,201509,0.01,,201509,0.14,
192,201510,0.08,,201510,0.58,,201510,1.83,,201510,1.81,,201510,2.40,,201510,0.26,,201510,1.73,,201510,0.86,,201510,1.89,,201510,1.08,,201510,0.76,,201510,0.21,,201510,0.64,,201510,0.60,,201510,0.30,,201510,0.18,,201510,1.80,,201510,1.22,,201510,0.52,,201510,0.39,,201510,0.07,,201510,0.06,,201510,0.90,,201510,0.08,,201510,0.07,,201510,1.72,,201510,0.63,,201510,0.62,,201510,2.04,,201510,0.30,,201510,0.02,,201510,0.92,,201510,2.07,,201510,0.42,,201510,0.22,,201510,2.45,,201510,1.16,,201510,0.91,,201510,0.14,,201510,2.34,,201510,0.11,,201510,1.43,,201510,0.10,,201510,0.29,,201510,1.10,,201510,0.43,,201510,0.18,,201510,0.18,,201510,0.17,,201510,0.21,,201510,0.28,,201510,0.49,
193,201511,2.41,,201511,0.79,,201511,4.98,,201511,4.64,,201511,4.68,,201511,2.42,,201511,3.96,,201511,2.22,,201511,5.26,,201511,2.23,,201511,0.15,,201511,1.59,,201511,3.80,,201511,0.29,,201511,1.92,,201511,2.01,,201511,5.26,,201511,3.05,,201511,3.39,,201511,2.51,,201511,2.16,,201511,1.84,,201511,0.23,,201511,2.36,,201511,1.86,,201511,4.23,,201511,0.88,,201511,2.64,,201511,8.15,,201511,3.54,,201511,1.66,,201511,2.69,,201511,5.25,,201511,2.34,,201511,1.96,,201511,2.41,,201511,2.55,,201511,1.64,,201511,1.36,,201511,5.17,,201511,1.54,,201511,1.85,,201511,2.42,,201511,0.27,,201511,5.43,,201511,3.07,,201511,0.73,,201511,1.83,,201511,0.04,,201511,1.68,,201511,3.33,,201511,3.75,
194,201512,3.52,,201512,1.18,,201512,10.15,,201512,9.88,,201512,7.97,,201512,11.38,,201512,8.19,,201512,11.95,,201512,8.16,,201512,4.56,,201512,0.44,,201512,2.71,,201512,7.78,,201512,1.05,,201512,2.22,,201512,10.11,,201512,8.02,,201512,4.37,,201512,2.53,,201512,2.47,,201512,3.15,,201512,7.55,,201512,0.27,,201512,2.03,,201512,3.11,,201512,6.67,,201512,1.57,,201512,7.40,,201512,30.81,,201512,17.19,,201512,5.19,,201512,18.03,,201512,10.41,,201512,1.74,,201512,2.22,,201512,3.34,,201512,3.21,,201512,5.10,,201512,1.59,,201512,8.66,,201512,4.10,,201512,2.03,,201512,5.94,,201512,0.78,,201512,22.11,,201512,3.27,,201512,1.03,,201512,2.21,,201512,0.07,,201512,5.17,,201512,4.79,,201512,7.11,
195,201601,5.65,,201601,2.39,,201601,12.37,,201601,12.28,,201601,8.29,,201601,14.73,,201601,11.63,,201601,10.96,,201601,9.96,,201601,5.09,,201601,2.32,,201601,6.71,,201601,14.46,,201601,3.47,,201601,5.86,,201601,12.73,,201601,9.56,,201601,6.12,,201601,5.78,,201601,5.05,,201601,6.50,,201601,10.73,,201601,1.49,,201601,5.42,,201601,6.44,,201601,8.08,,201601,4.03,,201601,12.23,,201601,19.64,,201601,16.86,,201601,7.46,,201601,19.74,,201601,11.92,,201601,4.66,,201601,4.86,,201601,4.99,,201601,5.47,,201601,3.95,,201601,5.29,,201601,9.76,,201601,8.90,,201601,2.71,,201601,8.05,,201601,4.78,,201601,19.71,,201601,6.92,,201601,5.22,,201601,5.95,,201601,0.94,,201601,9.59,,201601,7.73,,201601,11.66,
196,201602,0.84,,201602,0.35,,201602,2.12,,201602,2.38,,201602,1.82,,201602,2.02,,201602,2.35,,201602,3.01,,201602,1.61,,201602,1.07,,201602,0.17,,201602,0.62,,201602,1.94,,201602,0.84,,201602,0.89,,201602,1.33,,201602,1.40,,201602,1.13,,201602,0.74,,201602,0.63,,201602,0.83,,201602,1.17,,201602,0.25,,201602,0.72,,201602,0.80,,201602,1.39,,201602,0.40,,201602,1.60,,201602,5.76,,201602,2.85,,201602,1.03,,201602,3.28,,201602,2.18,,201602,0.42,,201602,0.68,,201602,1.95,,201602,1.20,,201602,0.89,,201602,0.63,,201602,1.84,,201602,0.70,,201602,1.01,,201602,1.23,,201602,1.20,,201602,4.29,,201602,1.10,,201602,0.91,,201602,0.69,,201602,0.01,,201602,1.15,,201602,1.24,,201602,1.67,
197,201603,5.25,,201603,1.18,,201603,12.08,,201603,13.34,,201603,6.74,,201603,14.00,,201603,11.99,,201603,9.13,,201603,7.88,,201603,3.62,,201603,0.37,,201603,5.91,,201603,12.92,,201603,1.93,,201603,5.22,,201603,12.23,,201603,8.43,,201603,4.57,,201603,4.14,,201603,4.07,,201603,6.61,,201603,9.70,,201603,0.34,,201603,6.80,,201603,5.64,,201603,7.28,,201603,1.16,,201603,9.80,,201603,13.98,,201603,15.39,,201603,7.20,,201603,14.97,,201603,10.64,,201603,3.06,,201603,3.75,,201603,3.17,,201603,3.34,,201603,2.80,,201603,3.38,,201603,8.84,,201603,7.06,,201603,1.88,,201603,8.73,,201603,2.78,,201603,14.58,,201603,4.83,,201603,2.95,,201603,6.69,,201603,0.01,,201603,9.62,,201603,7.73,,201603,12.28,
198,201604,1.94,,201604,0.48,,201604,3.40,,201604,3.17,,201604,3.10,,201604,1.35,,201604,2.68,,201604,2.06,,201604,3.38,,201604,1.79,,201604,0.74,,201604,1.00,,201604,1.92,,201604,0.43,,201604,1.51,,201604,1.57,,201604,3.09,,201604,2.53,,201604,1.29,,201604,1.94,,201604,0.79,,201604,1.51,,201604,0.83,,201604,0.59,,201604,1.65,,201604,3.31,,201604,0.84,,201604,2.07,,201604,4.37,,201604,2.04,,201604,1.48,,201604,2.92,,201604,3.90,,201604,1.79,,201604,2.15,,201604,1.75,,201604,1.94,,201604,1.30,,201604,0.42,,201604,3.61,,201604,0.88,,201604,1.98,,201604,2.15,,201604,0.56,,201604,3.52,,201604,0.77,,201604,0.63,,201604,0.75,,201604,0.26,,201604,1.31,,201604,2.14,,201604,1.44,
199,201605,0.24,,201605,0.24,,201605,2.18,,201605,2.49,,201605,1.67,,201605,0.93,,201605,2.34,,201605,1.56,,201605,0.87,,201605,2.05,,201605,0.13,,201605,0.33,,201605,0.99,,201605,0.31,,201605,0.48,,201605,0.39,,201605,0.58,,201605,0.63,,201605,0.28,,201605,0.33,,201605,0.80,,201605,0.22,,201605,0.15,,201605,0.47,,201605,0.22,,201605,0.80,,201605,0.50,,201605,1.47,,201605,1.34,,201605,1.12,,201605,0.16,,201605,1.59,,201605,1.80,,201605,0.39,,201605,0.29,,201605,0.68,,201605,0.64,,201605,2.12,,201605,0.18,,201605,1.43,,201605,1.19,,201605,1.25,,201605,0.19,,201605,0.31,,201605,1.41,,201605,0.24,,201605,0.35,,201605,0.55,,201605,0.05,,201605,0.36,,201605,0.36,,201605,0.88,
200,201606,0.00,,201606,0.03,,201606,0.08,,201606,0.25,,201606,0.05,,201606,0.26,,201606,0.62,,201606,1.15,,201606,0.01,,201606,0.56,,201606,0.00,,201606,0.00,,201606,0.52,,201606,0.01,,201606,0.00,,201606,0.15,,201606,0.01,,201606,0.23,,201606,0.00,,201606,0.00,,201606,0.13,,201606,0.03,,201606,0.03,,201606,0.01,,201606,0.00,,201606,0.18,,201606,0.00,,201606,1.21,,201606,0.61,,201606,0.46,,201606,0.01,,201606,0.89,,201606,0.03,,201606,0.00,,201606,0.00,,201606,0.15,,201606,0.25,,201606,0.85,,201606,0.00,,201606,0.20,,201606,0.45,,201606,0.60,,201606,0.01,,201606,0.00,,201606,0.30,,201606,0.01,,201606,0.00,,201606,0.01,,201606,0.00,,201606,0.01,,201606,0.00,,201606,0.09,
201,201607,0.00,,201607,0.00,,201607,0.00,,201607,0.00,,201607,0.01,,201607,0.00,,201607,0.00,,201607,0.20,,201607,0.00,,201607,0.02,,201607,0.04,,201607,0.00,,201607,0.00,,201607,0.00,,201607,0.00,,201607,0.00,,201607,0.00,,201607,0.02,,201607,0.00,,201607,0.00,,201607,0.00,,201607,0.00,,201607,0.16,,201607,0.00,,201607,0.00,,201607,0.01,,201607,0.00,,201607,0.01,,201607,0.71,,201607,0.01,,201607,0.02,,201607,0.05,,201607,0.00,,201607,0.00,,201607,0.00,,201607,0.00,,201607,0.00,,201607,0.11,,201607,0.00,,201607,0.04,,201607,0.00,,201607,0.21,,201607,0.02,,201607,0.00,,201607,0.31,,201607,0.00,,201607,0.00,,201607,0.00,,201607,0.08,,201607,0.00,,201607,0.01,,201607,0.00,
202,201608,0.00,,201608,0.00,,201608,0.04,,201608,0.08,,201608,0.12,,201608,0.00,,201608,0.05,,201608,0.01,,201608,0.02,,201608,0.04,,201608,0.08,,201608,0.00,,201608,0.00,,201608,0.00,,201608,0.00,,201608,0.01,,201608,0.00,,201608,0.01,,201608,0.01,,201608,0.00,,201608,0.00,,201608,0.01,,201608,0.30,,201608,0.00,,201608,0.00,,201608,0.00,,201608,0.00,,201608,0.00,,201608,0.00,,201608,0.01,,201608,0.01,,201608,0.01,,201608,0.05,,201608,0.00,,201608,0.00,,201608,0.03,,201608,0.02,,201608,0.02,,201608,0.00,,201608,0.02,,201608,0.00,,201608,0.05,,201608,0.01,,201608,0.00,,201608,0.01,,201608,0.00,,201608,0.00,,201608,0.00,,201608,0.03,,201608,0.00,,201608,0.02,,201608,0.00,
203,201609,0.00,,201609,0.00,,201609,0.06,,201609,0.05,,201609,0.32,,201609,0.00,,201609,0.08,,201609,0.08,,201609,0.05,,201609,0.04,,201609,0.49,,201609,0.00,,201609,0.01,,201609,0.01,,201609,0.00,,201609,0.00,,201609,0.03,,201609,0.08,,201609,0.00,,201609,0.00,,201609,0.00,,201609,0.00,,201609,0.18,,201609,0.00,,201609,0.00,,201609,0.05,,201609,0.70,,201609,0.02,,201609,0.06,,201609,0.02,,201609,0.00,,201609,0.02,,201609,0.09,,201609,0.00,,201609,0.00,,201609,0.00,,201609,0.07,,201609,0.07,,201609,0.00,,201609,0.17,,201609,0.00,,201609,0.28,,201609,0.00,,201609,0.00,,201609,0.04,,201609,0.00,,201609,0.00,,201609,0.00,,201609,0.20,,201609,0.00,,201609,0.00,,201609,0.01,
204,201610,3.65,,201610,0.74,,201610,10.95,,201610,11.85,,201610,8.87,,201610,7.48,,201610,8.86,,201610,10.35,,201610,7.44,,201610,3.71,,201610,0.37,,201610,2.94,,201610,9.10,,201610,0.48,,201610,3.91,,201610,8.13,,201610,7.31,,201610,2.44,,201610,2.00,,201610,2.54,,201610,2.73,,201610,6.33,,201610,0.53,,201610,2.65,,201610,3.05,,201610,4.50,,201610,0.17,,201610,7.15,,201610,22.70,,201610,9.32,,201610,3.63,,201610,14.03,,201610,10.29,,201610,1.63,,201610,2.86,,201610,1.29,,201610,1.78,,201610,2.61,,201610,1.74,,201610,8.02,,201610,2.94,,201610,2.53,,201610,4.78,,201610,0.71,,201610,15.75,,201610,2.31,,201610,1.11,,201610,2.93,,201610,0.06,,201610,5.39,,201610,3.96,,201610,7.42,
205,201611,1.48,,201611,0.87,,201611,4.25,,201611,4.13,,201611,1.93,,201611,5.18,,201611,3.76,,201611,3.98,,201611,3.49,,201611,1.56,,201611,0.52,,201611,1.55,,201611,4.22,,201611,1.08,,201611,1.57,,201611,5.10,,201611,3.69,,201611,1.71,,201611,1.52,,201611,1.20,,201611,3.12,,201611,4.04,,201611,0.24,,201611,1.59,,201611,1.39,,201611,2.28,,201611,1.17,,201611,5.10,,201611,11.84,,201611,7.65,,201611,2.31,,201611,7.35,,201611,4.01,,201611,0.80,,201611,1.43,,201611,1.07,,201611,1.40,,201611,1.19,,201611,1.67,,201611,2.88,,201611,3.00,,201611,0.46,,201611,2.51,,201611,1.15,,201611,8.89,,201611,1.95,,201611,1.51,,201611,1.65,,201611,0.03,,201611,2.74,,201611,2.26,,201611,3.60,
206,201612,3.50,,201612,1.33,,201612,9.75,,201612,10.55,,201612,6.71,,201612,9.39,,201612,8.39,,201612,6.44,,201612,6.30,,201612,4.08,,201612,2.81,,201612,3.80,,201612,9.88,,201612,4.03,,201612,3.23,,201612,7.92,,201612,6.39,,201612,4.61,,201612,1.89,,201612,2.28,,201612,3.98,,201612,7.07,,201612,2.10,,201612,3.14,,201612,3.36,,201612,6.82,,201612,4.20,,201612,7.33,,201612,16.58,,201612,10.19,,201612,5.54,,201612,10.07,,201612,8.23,,201612,1.71,,201612,2.31,,201612,4.65,,201612,3.49,,201612,3.26,,201612,2.75,,201612,8.33,,201612,4.49,,201612,2.26,,201612,5.40,,201612,4.65,,201612,11.05,,201612,2.73,,201612,3.31,,201612,3.70,,201612,1.39,,201612,5.84,,201612,4.19,,201612,7.68,
207,201701,9.38,,201701,3.74,,201701,25.03,,201701,25.17,,201701,22.13,,201701,22.13,,201701,20.55,,201701,10.61,,201701,18.68,,201701,7.83,,201701,4.09,,201701,12.48,,201701,16.25,,201701,7.83,,201701,10.18,,201701,19.58,,201701,17.72,,201701,11.94,,201701,9.17,,201701,6.98,,201701,10.07,,201701,17.01,,201701,2.91,,201701,9.03,,201701,10.68,,201701,14.89,,201701,5.78,,201701,11.81,,201701,19.87,,201701,20.27,,201701,10.63,,201701,18.30,,201701,24.56,,201701,5.81,,201701,7.40,,201701,12.91,,201701,12.17,,201701,4.59,,201701,10.07,,201701,22.84,,201701,10.50,,201701,10.09,,201701,13.98,,201701,10.18,,201701,18.42,,201701,12.07,,201701,8.75,,201701,12.72,,201701,1.11,,201701,17.81,,201701,12.68,,201701,17.58,
208,201702,7.41,,201702,2.57,,201702,21.21,,201702,22.80,,201702,15.58,,201702,17.09,,201702,19.04,,201702,11.90,,201702,16.23,,201702,7.03,,201702,2.23,,201702,9.13,,201702,15.79,,201702,4.64,,201702,8.19,,201702,15.74,,201702,15.63,,201702,8.14,,201702,5.06,,201702,4.92,,201702,8.79,,201702,13.84,,201702,1.30,,201702,7.47,,201702,7.61,,201702,11.57,,201702,4.78,,201702,11.25,,201702,22.11,,201702,17.66,,201702,9.26,,201702,18.77,,201702,20.83,,201702,3.73,,201702,5.52,,201702,7.37,,201702,7.34,,201702,4.44,,201702,6.91,,201702,17.66,,201702,9.55,,201702,5.85,,201702,10.91,,201702,9.24,,201702,20.69,,201702,7.60,,201702,9.26,,201702,9.34,,201702,0.94,,201702,13.00,,201702,9.68,,201702,16.43,
209,201703,2.65,,201703,0.61,,201703,6.08,,201703,6.05,,201703,4.79,,201703,4.67,,201703,5.73,,201703,5.29,,201703,4.71,,201703,2.41,,201703,0.06,,201703,3.05,,201703,5.65,,201703,0.28,,201703,2.66,,201703,4.38,,201703,4.18,,201703,2.34,,201703,1.68,,201703,1.80,,201703,2.32,,201703,4.45,,201703,0.04,,201703,2.63,,201703,2.73,,201703,4.14,,201703,0.19,,201703,4.12,,201703,13.67,,201703,6.24,,201703,4.12,,201703,7.92,,201703,5.60,,201703,1.39,,201703,2.01,,201703,1.63,,201703,1.67,,201703,2.19,,201703,1.44,,201703,5.39,,201703,2.52,,201703,1.64,,201703,4.00,,201703,0.64,,201703,10.95,,201703,2.01,,201703,0.95,,201703,2.77,,201703,0.04,,201703,3.64,,201703,3.23,,201703,4.78,
210,201704,2.50,,201704,0.70,,201704,7.91,,201704,9.47,,201704,6.95,,201704,5.61,,201704,8.73,,201704,4.81,,201704,5.82,,201704,3.78,,201704,0.01,,201704,2.86,,201704,6.40,,201704,0.11,,201704,3.40,,201704,5.30,,201704,5.63,,201704,3.25,,201704,1.22,,201704,1.55,,201704,2.48,,201704,4.65,,201704,0.02,,201704,2.62,,201704,2.57,,201704,4.76,,201704,0.01,,201704,5.04,,201704,11.46,,201704,5.88,,201704,2.90,,201704,8.72,,201704,7.45,,201704,1.02,,201704,2.15,,201704,2.35,,201704,3.01,,201704,2.51,,201704,1.45,,201704,7.64,,201704,2.67,,201704,2.88,,201704,3.28,,201704,0.24,,201704,8.43,,201704,1.74,,201704,0.58,,201704,2.90,,201704,0.00,,201704,3.68,,201704,2.79,,201704,6.06,
211,201705,0.03,,201705,0.34,,201705,1.08,,201705,1.02,,201705,1.44,,201705,0.03,,201705,0.62,,201705,0.76,,201705,0.74,,201705,0.53,,201705,0.22,,201705,0.05,,201705,0.38,,201705,0.36,,201705,0.12,,201705,0.06,,201705,0.54,,201705,0.33,,201705,0.11,,201705,0.12,,201705,0.07,,201705,0.07,,201705,0.19,,201705,0.14,,201705,0.03,,201705,0.45,,201705,1.15,,201705,0.47,,201705,2.31,,201705,0.27,,201705,0.01,,201705,0.57,,201705,1.08,,201705,0.12,,201705,0.08,,201705,0.56,,201705,0.51,,201705,0.62,,201705,0.36,,201705,0.89,,201705,0.09,,201705,0.94,,201705,0.01,,201705,0.22,,201705,1.40,,201705,0.11,,201705,0.39,,201705,0.10,,201705,0.12,,201705,0.03,,201705,0.06,,201705,0.30,
212,201706,0.04,,201706,0.01,,201706,0.56,,201706,0.64,,201706,0.70,,201706,0.28,,201706,0.61,,201706,0.89,,201706,0.69,,201706,0.66,,201706,0.00,,201706,0.26,,201706,0.92,,201706,0.03,,201706,0.19,,201706,0.42,,201706,0.39,,201706,0.14,,201706,0.03,,201706,0.02,,201706,0.63,,201706,0.30,,201706,0.00,,201706,0.47,,201706,0.08,,201706,0.29,,201706,0.01,,201706,0.47,,201706,1.64,,201706,0.26,,201706,0.19,,201706,1.04,,201706,0.56,,201706,0.02,,201706,0.06,,201706,0.14,,201706,0.09,,201706,0.96,,201706,0.00,,201706,0.42,,201706,0.17,,201706,0.12,,201706,0.09,,201706,0.01,,201706,0.79,,201706,0.05,,201706,0.00,,201706,0.29,,201706,0.00,,201706,0.38,,201706,0.08,,201706,0.56,
213,201707,0.00,,201707,0.00,,201707,0.01,,201707,0.04,,201707,0.04,,201707,0.00,,201707,0.03,,201707,0.06,,201707,0.00,,201707,0.16,,201707,0.10,,201707,0.00,,201707,0.00,,201707,0.01,,201707,0.00,,201707,0.00,,201707,0.00,,201707,0.00,,201707,0.02,,201707,0.00,,201707,0.00,,201707,0.00,,201707,0.35,,201707,0.00,,201707,0.00,,201707,0.00,,201707,0.10,,201707,0.00,,201707,0.00,,201707,0.01,,201707,0.00,,201707,0.01,,201707,0.01,,201707,0.00,,201707,0.00,,201707,0.02,,201707,0.01,,201707,0.42,,201707,0.00,,201707,0.01,,201707,0.00,,201707,0.19,,201707,0.00,,201707,0.00,,201707,0.05,,201707,0.03,,201707,0.01,,201707,0.00,,201707,0.23,,201707,0.00,,201707,0.00,,201707,0.00,
214,201708,0.01,,201708,0.00,,201708,0.27,,201708,0.34,,201708,1.34,,201708,0.00,,201708,0.36,,201708,0.46,,201708,0.14,,201708,0.79,,201708,0.57,,201708,0.01,,201708,0.01,,201708,0.09,,201708,0.00,,201708,0.01,,201708,0.04,,201708,0.44,,201708,0.01,,201708,0.00,,201708,0.00,,201708,0.00,,201708,0.36,,201708,0.00,,201708,0.01,,201708,0.50,,201708,0.49,,201708,0.05,,201708,0.10,,201708,0.01,,201708,0.01,,201708,0.25,,201708,0.20,,201708,0.00,,201708,0.02,,201708,0.33,,201708,0.23,,201708,0.49,,201708,0.01,,201708,0.56,,201708,0.00,,201708,0.91,,201708,0.01,,201708,0.10,,201708,0.36,,201708,0.02,,201708,0.01,,201708,0.00,,201708,0.18,,201708,0.00,,201708,0.00,,201708,0.01,
